location	LR	alpha
6038.000000	0.186407	6.137456e+01
7038.280323	0.100191	9.921594e-04
8038.560647	0.000000	9.012803e-03
9038.840970	0.000000	3.623637e-02
10039.121294	0.001333	1.136771e-02
11039.401617	0.001332	5.008095e-03
12039.681941	0.000000	2.578882e-02
13039.962264	0.000000	2.353116e-02
14040.242588	0.742534	1.573957e-03
15040.522911	0.318960	7.681312e-04
16040.803235	0.189395	5.656050e-04
17041.083558	0.127806	4.610203e-04
18041.363881	0.092142	3.939768e-04
19041.644205	0.069182	3.464615e-04
20041.924528	0.053415	3.107292e-04
21042.204852	0.042141	2.826306e-04
22042.485175	0.033956	2.594969e-04
23042.765499	0.028286	2.390182e-04
24043.045822	0.025436	2.185746e-04
25043.326146	0.027463	1.947934e-04
26043.606469	0.040452	1.673128e-04
27043.886792	0.072306	1.442530e-04
28044.167116	0.118842	1.315043e-04
29044.447439	0.167641	1.258700e-04
30044.727763	0.210446	1.240825e-04
31045.008086	0.243257	1.248892e-04
32045.288410	0.264752	1.281407e-04
33045.568733	0.275951	1.344420e-04
34045.849057	0.280577	1.449279e-04
35046.129380	0.284436	1.602368e-04
36046.409704	0.292200	1.795832e-04
37046.690027	0.305798	2.027663e-04
38046.970350	0.326596	2.311434e-04
39047.250674	0.357541	2.673563e-04
40047.530997	0.405325	3.159411e-04
41047.811321	0.486295	3.856830e-04
42048.091644	0.650335	4.972204e-04
43048.371968	1.140108	7.288848e-04
44048.652291	0.799047	1.297898e-03
45048.932615	0.000000	1.642320e-01
46049.212938	0.050512	2.675168e-03
47049.493261	0.048277	1.149299e-03
48049.773585	0.094267	6.501686e-04
49050.053908	0.127501	5.358306e-04
50050.334232	0.073062	1.152315e+00
51050.614555	0.158271	2.785594e-04
52050.894879	0.554209	1.001700e-04
53051.175202	0.981603	8.753043e-05
54051.455526	1.347411	8.046472e-05
55051.735849	1.677806	7.786121e-05
56052.016173	2.056890	1.142752e-04
57052.296496	2.439952	1.122831e-04
58052.576819	2.825662	1.117319e-04
59052.857143	3.183346	1.169294e-04
60053.137466	3.016545	1.418084e-04
61053.417790	3.084461	9.797707e-05
62053.698113	2.823451	8.635708e-05
63053.978437	2.603525	7.786324e-05
64054.258760	2.422080	7.043843e-05
65054.539084	2.272079	6.412854e-05
66054.819407	2.144212	5.978512e-05
67055.099730	2.028494	5.720132e-05
68055.380054	1.918379	5.563038e-05
69055.660377	1.810049	5.463005e-05
70055.940701	1.700971	5.398294e-05
71056.221024	1.589307	5.357389e-05
72056.501348	1.473666	5.334137e-05
73056.781671	1.353017	5.325091e-05
74057.061995	1.226653	5.328048e-05
75057.342318	1.094201	5.340967e-05
76057.622642	0.955624	5.361612e-05
77057.902965	0.811263	5.386746e-05
78058.183288	0.661890	5.410536e-05
79058.463612	0.508825	5.420111e-05
80058.743935	0.354148	5.379807e-05
81059.024259	0.201851	5.131643e-05
82059.304582	0.073972	4.197894e-05
83059.584906	0.000000	1.843201e-03
84059.865229	0.000000	2.177805e-03
85060.145553	0.000000	2.660840e-03
86060.425876	0.000000	3.419219e-03
87060.706199	0.000000	4.782223e-03
88060.986523	0.000000	7.952215e-03
89061.266846	0.000000	2.358801e-02
90061.547170	0.000000	2.441271e-02
91061.827493	0.000000	8.043827e-03
92062.107817	0.000000	4.815202e-03
93062.388140	0.000000	3.436045e-03
94062.668464	0.000000	2.671019e-03
95062.948787	0.000000	2.184619e-03
96063.229111	0.018127	4.665270e-04
97063.509434	0.034533	5.071950e-04
98063.789757	0.036176	6.310052e-04
99064.070081	0.037330	8.485047e-04
100064.350404	0.044273	1.258940e-03
101064.630728	0.069657	2.349016e-03
102064.911051	0.460042	4.112671e-02
103065.191375	0.856232	2.050718e-03
104065.471698	0.009645	7.605518e-02
105065.752022	0.144257	1.521196e-03
106066.032345	0.242788	2.973659e-03
107066.312668	1.208406	7.092158e-04
108066.592992	0.895613	4.218483e-04
109066.873315	0.988831	3.105685e-04
110067.153639	1.067611	2.473270e-04
111067.433962	1.199093	2.073854e-04
112067.714286	1.364637	1.820877e-04
113067.994609	1.550965	1.635451e-04
114068.274933	1.784158	1.480573e-04
115068.555256	2.088403	1.376518e-04
116068.835580	2.520841	1.328435e-04
117069.115903	2.361057	1.239651e-04
118069.396226	1.882350	1.120063e-04
119069.676550	1.482491	1.114475e-04
120069.956873	0.410307	1.491592e-04
121070.237197	0.180071	1.781134e-03
122070.517520	0.101984	9.883297e-04
123070.797844	0.001335	5.390117e-03
124071.078167	0.211949	1.876439e-04
125071.358491	0.379819	1.094866e-04
126071.638814	0.447358	8.813681e-05
127071.919137	0.369824	8.224470e-05
128072.199461	0.201917	8.234550e-05
129072.479784	0.009203	8.899623e-05
130072.760108	0.003323	4.106425e-04
131073.040431	0.000001	7.681150e-04
132073.320755	0.000000	1.434433e-03
133073.601078	0.000000	1.629240e-03
134073.881402	0.000000	1.885276e-03
