location	LR	alpha
56834.000000	0.094020	7.030863e+01
57834.025325	0.015593	1.177773e-02
58834.050651	0.015520	2.765885e-03
59834.075976	0.033032	2.711720e-04
60834.101302	0.005649	6.471514e-04
61834.126627	0.019196	1.071437e-03
62834.151953	0.000000	3.064982e-01
63834.177278	0.000000	1.154760e-02
64834.202603	0.282234	4.778257e-05
65834.227929	1.015511	4.721167e-05
66834.253254	1.092899	4.896871e-05
67834.278580	0.641191	5.302828e-05
68834.303905	0.392542	3.545293e-04
69834.329231	0.438810	4.862254e-04
70834.354556	0.000000	1.005408e-01
71834.379881	1.223585	2.033763e-03
72834.405207	1.162433	2.126669e-03
73834.430532	0.000000	1.735532e-02
74834.455858	0.000000	1.364343e-02
75834.481183	0.000000	2.525316e-01
76834.506509	0.676885	5.378882e-03
77834.531834	0.000000	3.805678e-01
78834.557159	0.000000	2.314114e-02
79834.582485	0.099610	2.651002e-02
80834.607810	1.019327	1.814768e-03
81834.633136	0.473245	3.236275e-02
82834.658461	0.130457	1.106954e-02
83834.683787	0.558019	2.269793e-02
84834.709112	0.000000	4.499285e-02
85834.734437	0.000000	1.375113e-01
86834.759763	1.361050	9.496874e-04
87834.785088	1.466306	3.566044e-03
88834.810414	0.000000	9.932919e-02
89834.835739	0.000000	6.606382e-01
90834.861065	5.404000	3.918390e-04
91834.886390	5.429709	4.675647e-04
92834.911715	5.818260	8.705180e-04
93834.937041	3.351037	8.879484e-04
94834.962366	0.000000	8.020124e-01
95834.987692	0.000000	4.617572e-01
96835.013017	0.000000	4.705643e-02
97835.038343	0.000126	2.479969e-01
98835.063668	0.000000	2.396948e-01
99835.088993	0.039551	2.605203e-02
100835.114319	0.010308	1.001066e-01
101835.139644	0.154860	8.454800e-03
102835.164970	1.174428	9.913035e-03
103835.190295	0.000077	1.714692e-02
104835.215620	0.294378	3.678950e-03
105835.240946	0.294838	8.567692e-04
106835.266271	2.275751	3.715598e-04
107835.291597	3.020351	4.739743e-04
108835.316922	2.894905	7.206371e-04
109835.342248	0.000000	2.156034e-01
110835.367573	1.062479	8.661381e-03
111835.392898	0.008031	2.192406e-01
112835.418224	0.833563	2.140519e-03
113835.443549	2.057526	7.704892e-04
114835.468875	0.133270	2.518412e-01
115835.494200	2.389664	4.171601e-04
116835.519526	0.000000	2.892927e-01
117835.544851	0.044644	3.160463e-03
118835.570176	5.035944	2.367182e-04
119835.595502	3.270940	2.284358e-04
120835.620827	3.156199	4.065124e-04
121835.646153	7.528818	1.680657e-04
122835.671478	4.702019	1.967312e-04
123835.696804	1.100260	1.008356e-03
124835.722129	0.601999	4.862669e-03
125835.747454	0.355563	5.071748e-04
126835.772780	0.000000	1.424718e-01
127835.798105	0.876658	2.363094e-03
128835.823431	2.054529	3.753511e-04
129835.848756	2.216436	4.940122e-04
130835.874082	1.868532	8.682489e-04
131835.899407	0.875750	8.470470e-02
132835.924732	0.000136	2.165090e-02
133835.950058	0.015593	2.353993e-02
134835.975383	0.008031	9.292881e-02
135836.000709	0.015896	3.213232e-03
136836.026034	0.167013	1.104087e-02
137836.051360	0.000000	2.563821e-02
138836.076685	0.000000	1.290429e-02
139836.102010	0.052369	1.124946e-02
140836.127336	0.000000	2.217593e-02
141836.152661	0.155318	5.890145e-04
142836.177987	0.598305	8.011252e-04
143836.203312	1.194842	1.231214e-03
144836.228638	0.000020	7.901641e-03
